,Country,Year,Gender,Population
734,Portugal,2002,Females,5343969.0
735,Portugal,2003,Females,5377218.0
736,Portugal,2004,Females,5408377.0
737,Portugal,2005,Females,5434916.0
738,Portugal,2006,Females,5453850.0
739,Portugal,2007,Females,5469158.0
740,Portugal,2008,Females,5478768.0
741,Portugal,2009,Females,5484684.0
742,Portugal,2010,Females,5489510.0
743,Portugal,2011,Females,5490336.0
744,Portugal,2012,Females,5511961.0
745,Portugal,2002,Total males+females,10335559.0
746,Portugal,2003,Total males+females,10407465.0
747,Portugal,2004,Total males+females,10474685.0
748,Portugal,2005,Total males+females,10529255.0
749,Portugal,2006,Total males+females,10569592.0
750,Portugal,2007,Total males+females,10599095.0
751,Portugal,2008,Total males+females,10617575.0
752,Portugal,2009,Total males+females,10627250.0
753,Portugal,2010,Total males+females,10637713.0
754,Portugal,2011,Total males+females,10636979.0
755,Portugal,2012,Total males+females,10542398.0
756,Slovak Republic,2002,Males,2611921.0
757,Slovak Republic,2003,Males,2611306.0
758,Slovak Republic,2004,Males,2611124.0
759,Slovak Republic,2005,Males,2613490.0
760,Slovak Republic,2006,Males,2615872.0
761,Slovak Republic,2007,Males,2618284.0
762,Slovak Republic,2008,Males,2623127.0
763,Slovak Republic,2009,Males,2629804.0
764,Slovak Republic,2010,Males,2636938.0
765,Slovak Republic,2011,Males,2642240.0
766,Slovak Republic,2012,Males,2631752.0
767,Slovak Republic,2002,Females,2767030.0
768,Slovak Republic,2003,Females,2767855.0
769,Slovak Republic,2004,Females,2768929.0
770,Slovak Republic,2005,Females,2771332.0
771,Slovak Republic,2006,Females,2773308.0
772,Slovak Republic,2007,Females,2775353.0
773,Slovak Republic,2008,Females,2777871.0
774,Slovak Republic,2009,Females,2782450.0
775,Slovak Republic,2010,Females,2787987.0
776,Slovak Republic,2011,Females,2793033.0
777,Slovak Republic,2012,Females,2772570.0
778,Slovak Republic,2002,Total males+females,5378951.0
779,Slovak Republic,2003,Total males+females,5379161.0
780,Slovak Republic,2004,Total males+females,5380053.0
781,Slovak Republic,2005,Total males+females,5384822.0
782,Slovak Republic,2006,Total males+females,5389180.0
783,Slovak Republic,2007,Total males+females,5393637.0
784,Slovak Republic,2008,Total males+females,5400998.0
785,Slovak Republic,2009,Total males+females,5412254.0
786,Slovak Republic,2010,Total males+females,5424925.0
787,Slovak Republic,2011,Total males+females,5435273.0
788,Slovak Republic,2012,Total males+females,5404322.0
789,Spain,2002,Males,19779378.0
790,Spain,2003,Males,20387085.0
791,Spain,2004,Males,20801989.0
792,Spain,2005,Males,21173289.0
793,Spain,2006,Males,21561262.0
794,Spain,2007,Males,21942724.0
795,Spain,2008,Males,22356882.0
796,Spain,2009,Males,22628444.0
797,Spain,2010,Males,22672420.0
798,Spain,2011,Males,22724864.0
799,Spain,2012,Males,23099012.0
800,Spain,2002,Females,20629952.0
801,Spain,2003,Females,21163499.0
802,Spain,2004,Females,21543353.0
803,Spain,2005,Females,21864746.0
804,Spain,2006,Females,22196988.0
805,Spain,2007,Females,22531907.0
806,Spain,2008,Females,22926377.0
807,Spain,2009,Females,23199728.0
808,Spain,2010,Females,23316596.0
809,Spain,2011,Females,23428062.0
810,Spain,2012,Females,23719209.0
811,Spain,2002,Total males+females,40409330.0
812,Spain,2003,Total males+females,41550584.0
813,Spain,2004,Total males+females,42345342.0
814,Spain,2005,Total males+females,43038035.0
815,Spain,2006,Total males+females,43758250.0
816,Spain,2007,Total males+females,44474631.0
817,Spain,2008,Total males+females,45283259.0
818,Spain,2009,Total males+females,45828172.0
819,Spain,2010,Total males+females,45989016.0
820,Spain,2011,Total males+females,46152926.0
821,Spain,2012,Total males+females,46818221.0
822,Sweden,2002,Males,4408445.0
823,Sweden,2003,Males,4427107.0
824,Sweden,2004,Males,4446656.0
825,Sweden,2005,Males,4466311.0
826,Sweden,2006,Males,4486550.0
827,Sweden,2007,Males,4523523.0
828,Sweden,2008,Males,4563921.0
829,Sweden,2009,Males,4603710.0
830,Sweden,2010,Males,4649014.0
831,Sweden,2011,Males,4690244.0
832,Sweden,2012,Males,4726834.0
833,Sweden,2002,Females,4500683.0
834,Sweden,2003,Females,4513681.0
835,Sweden,2004,Females,4529014.0
836,Sweden,2005,Females,4545081.0
837,Sweden,2006,Females,4561202.0
838,Sweden,2007,Females,4589734.0
839,Sweden,2008,Females,4619006.0
840,Sweden,2009,Females,4652637.0
841,Sweden,2010,Females,4691668.0
842,Sweden,2011,Females,4725326.0
843,Sweden,2012,Females,4756021.0
844,Sweden,2002,Total males+females,8909128.0
845,Sweden,2003,Total males+females,8940788.0
846,Sweden,2004,Total males+females,8975670.0
847,Sweden,2005,Total males+females,9011392.0
848,Sweden,2006,Total males+females,9047752.0
849,Sweden,2007,Total males+females,9113257.0
850,Sweden,2008,Total males+females,9182927.0
851,Sweden,2009,Total males+females,9256347.0
852,Sweden,2010,Total males+females,9340682.0
853,Sweden,2011,Total males+females,9415570.0
854,Sweden,2012,Total males+females,9482855.0
855,Switzerland,2002,Males,3549089.0
856,Switzerland,2003,Males,3575029.0
857,Switzerland,2004,Males,3601539.0
858,Switzerland,2005,Males,3628696.0
859,Switzerland,2006,Males,3652502.0
860,Switzerland,2007,Males,3679359.0
861,Switzerland,2008,Males,3727014.0
862,Switzerland,2009,Males,3786675.0
863,Switzerland,2010,Males,3830566.0
864,Switzerland,2011,Males,3877426.0
865,Switzerland,2012,Males,3922253.0
866,Switzerland,2002,Females,3712121.0
867,Switzerland,2003,Females,3738824.0
868,Switzerland,2004,Females,3762609.0
869,Switzerland,2005,Females,3786406.0
870,Switzerland,2006,Females,3806626.0
871,Switzerland,2007,Females,3829380.0
872,Switzerland,2008,Females,3866480.0
873,Switzerland,2009,Females,3915181.0
874,Switzerland,2010,Females,3955240.0
875,Switzerland,2011,Females,3992708.0
876,Switzerland,2012,Females,4032409.0
877,Switzerland,2002,Total males+females,7261210.0
878,Switzerland,2003,Total males+females,7313853.0
879,Switzerland,2004,Total males+females,7364148.0
880,Switzerland,2005,Total males+females,7415102.0
881,Switzerland,2006,Total males+females,7459128.0
882,Switzerland,2007,Total males+females,7508739.0
883,Switzerland,2008,Total males+females,7593494.0
884,Switzerland,2009,Total males+females,7701856.0
885,Switzerland,2010,Total males+females,7785806.0
886,Switzerland,2011,Total males+females,7870134.0
887,Switzerland,2012,Total males+females,7954662.0
888,Turkey,2003,Males,35418484.0
889,Turkey,2004,Males,35666000.0
890,Turkey,2005,Males,36123000.0
891,Turkey,2006,Males,36574211.0
892,Turkey,2007,Males,36574211.0
893,Turkey,2008,Males,35376533.0
894,Turkey,2009,Males,35901154.0
895,Turkey,2010,Males,36462470.0
896,Turkey,2011,Males,37043182.0
897,Turkey,2012,Males,37532954.0
898,Turkey,2003,Females,34753495.0
899,Turkey,2004,Females,35023500.0
900,Turkey,2005,Females,35484500.0
901,Turkey,2006,Females,35945763.0
902,Turkey,2007,Females,35945763.0
903,Turkey,2008,Females,35209723.0
904,Turkey,2009,Females,35615946.0
905,Turkey,2010,Females,36098842.0
906,Turkey,2011,Females,36679806.0
907,Turkey,2012,Females,37191315.0
908,Turkey,2003,Total males+females,70171980.0
909,Turkey,2004,Total males+females,70689500.0
910,Turkey,2005,Total males+females,71607500.0
911,Turkey,2006,Total males+females,72519974.0
912,Turkey,2007,Total males+females,72519974.0
913,Turkey,2008,Total males+females,70586256.0
914,Turkey,2009,Total males+females,71517100.0
915,Turkey,2010,Total males+females,72561312.0
916,Turkey,2011,Total males+females,73722988.0
917,Turkey,2012,Total males+females,74724269.0
918,United Kingdom,2002,Males,28953126.36
919,United Kingdom,2003,Males,28930648.0
920,United Kingdom,2004,Males,29193035.0
921,United Kingdom,2005,Males,29394997.0
922,United Kingdom,2006,Males,29595506.0
923,United Kingdom,2007,Males,29805033.0
924,United Kingdom,2008,Males,30033723.0
925,United Kingdom,2009,Males,30263920.0
926,United Kingdom,2010,Males,30508636.0
927,United Kingdom,2011,Males,30772582.0
928,United Kingdom,2012,Males,31140669.0
929,United Kingdom,2002,Females,29753778.809
930,United Kingdom,2003,Females,30331409.0
931,United Kingdom,2004,Females,30506793.0
932,United Kingdom,2005,Females,30664861.0
933,United Kingdom,2006,Females,30817364.0
934,United Kingdom,2007,Females,30976313.0
935,United Kingdom,2008,Females,31145537.0
936,United Kingdom,2009,Females,31331174.0
937,United Kingdom,2010,Females,31518326.0
938,United Kingdom,2011,Females,31726030.0
939,United Kingdom,2012,Females,32115485.0
940,United Kingdom,2002,Total males+females,58706905.169
941,United Kingdom,2003,Total males+females,59262057.0
942,United Kingdom,2004,Total males+females,59699828.0
943,United Kingdom,2005,Total males+females,60059858.0
944,United Kingdom,2006,Total males+females,60412870.0
945,United Kingdom,2007,Total males+females,60781346.0
946,United Kingdom,2008,Total males+females,61179260.0
947,United Kingdom,2009,Total males+females,61595094.0
948,United Kingdom,2010,Total males+females,62026962.0
949,United Kingdom,2011,Total males+females,62498612.0
950,United Kingdom,2012,Total males+females,63256154.0
951,United States,2002,Males,135301432.0
952,United States,2003,Males,141957038.0
953,United States,2004,Males,143037260.0
954,United States,2005,Males,144947584.0
955,United States,2006,Males,146394361.0
956,United States,2007,Males,147922764.0
957,United States,2008,Males,150336755.0
958,United States,2009,Males,150464902.0
959,United States,2010,Males,151840906.0
960,United States,2011,Males,152449134.0
961,United States,2012,Males,153596908.0
962,United States,2002,Females,141943484.0
963,United States,2003,Females,146817188.0
964,United States,2004,Females,147773459.0
965,United States,2005,Females,149495099.0
966,United States,2006,Females,150913782.0
967,United States,2007,Females,152261670.0
968,United States,2008,Females,154509976.0
969,United States,2009,Females,154662649.0
970,United States,2010,Females,155915671.0
971,United States,2011,Females,157539944.0
972,United States,2012,Females,158635141.0
973,United States,2002,Total males+females,277244916.0
974,United States,2003,Total males+females,288774226.0
975,United States,2004,Total males+females,290810719.0
976,United States,2005,Total males+females,294442683.0
977,United States,2006,Total males+females,297308143.0
978,United States,2007,Total males+females,300184434.0
979,United States,2008,Total males+females,304846731.0
980,United States,2009,Total males+females,305127551.0
981,United States,2010,Total males+females,307756577.0
982,United States,2011,Total males+females,309989078.0
983,United States,2012,Total males+females,312232049.0
